,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
wellbehaved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,6.354875034523733e-05,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
prioritizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
liable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,1.409929743015839e-05
lynchings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
illegitimate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
breeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
organised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murderer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6209687401658412e-05,0.0,2.3617740298173892e-05,0.0,0.0,0.0,0.0,1.2734240118425747e-05,0.0,0.0,2.3922047051193558e-05
street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3962264755183773e-05,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
forgiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
wolf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
vehicular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,1.409929743015839e-05
reinforced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,2.8198039321419242e-05
pesticides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8361728236541e-05,0.0,1.409929743015839e-05
lonewolf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3190819779250298e-05,0.0,0.0,0.0,0.0,2.915119358743986e-05,0.0,0.0,0.0,0.0,0.0
battles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
empire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
procured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
beginnings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,0.0
creator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,0.0
celibacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
depart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rectify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
russian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
euthanasia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
multispeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
clubs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
says,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
article,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,2.3617740298173892e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,0.0,2.0873908613956618e-05,0.0
globalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
japanese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559452477014815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
brahmacharya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.008706251041725e-05,0.0,0.0,0.0,0.0,0.0,1.8218578822309463e-05,0.0,0.0,0.0
attraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
sexes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,1.501044633928382e-05,0.0,0.0,0.0
undermines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
assigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
administering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
troublesome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
garbage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
euthanize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
combine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guided,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559452477014815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
literal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9863811729354003e-05,0.0
pronouns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1954931476119015e-05,7.702971445279055e-06,9.623753893555774e-05,4.7868665158065085e-05,0.0,0.0,4.153259692482747e-06,0.0,1.3615866084919547e-05,1.5604139845108595e-05
noah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
coexisting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
conduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559452477014815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sponsorship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,1.200916312251984e-05,0.0,0.0,0.0,0.0,0.0
indisputable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,1.200916312251984e-05,0.0,0.0,0.0,0.0,0.0
traditions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrongthinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conquest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
observing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
exiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
flip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
undesired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
defined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
witness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
messing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219661624722417e-05,1.0171804946059068e-05,0.0,6.321076593299154e-05,0.0,1.3754048134901598e-05,0.0,8.408790296249805e-05,0.0,0.0
hippocratic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
devotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
lexicon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
reinvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,7.377781441079477e-05,3.66949309481863e-05,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
spirituality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8988754386805166e-05,0.0,0.0,0.0,2.0375809908212965e-05,0.0,1.2734240118425747e-05,0.0,0.0,2.3922047051193558e-05
iq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
trivial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,4.325403689573025e-05,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
rigths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559452477014815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
“what,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
neglected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
actress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,4.325403689573025e-05,0.0,0.0,0.0,0.0,0.0,0.0
praise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
questions”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
surprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
offend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,8.69653716235862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paradeheterosexuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overwritten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lopsided,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,3.66949309481863e-05,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
coexistence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
greenhouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,0.0,4.790134653169736e-05,6.3671868341107225e-06,9.762303216439326e-05,0.0,0.0
custom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,8.69653716235862e-05,0.0,0.0,0.0,0.0,0.0,2.4605055521730235e-05,0.0
transmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
sten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559452477014815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
careful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
hair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832425692176403e-05,1.7667731571967917e-05,0.0,5.489746280324982e-05,7.6213976540327105e-06,0.0,4.7631037700221636e-06,4.8688540876861974e-05,0.0,0.0
sociality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
sustenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,1.200916312251984e-05,0.0,0.0,0.0,2.4605055521730235e-05,0.0
questioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
sadly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
dna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,2.0375809908212965e-05,0.0,1.2734240118425747e-05,0.0,0.0,1.1961259173676672e-05
oath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harvest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
yuval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
respectable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
narrowminded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
discarded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1099159342370515e-05,0.0,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,2.80323057902579e-05,0.0,0.0
devotees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
ancient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4605055521730235e-05,0.0
homosexuals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aborted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,1.200916312251984e-05,1.8822178262865776e-05,0.0,0.0,0.0,0.0
symbolic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504494509896289e-05,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurological,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
ableism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
levies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
meanwhile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
caring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,0.00014753770200471198,0.0,2.0375809908212965e-05,1.5967955391430575e-05,0.0,0.0,0.0,0.0
creatures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171804946059068e-05,0.0,3.160729311901141e-05,0.0,1.3754048134901598e-05,5.48439622065006e-06,8.408790296249805e-05,0.0,0.0
20212030”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
shameful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,8.69653716235862e-05,0.0,1.200916312251984e-05,0.0,0.0,0.0,0.0,0.0
antisocial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6895002313013926e-05,0.00010555218958341343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,7.377781441079477e-05,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
displays,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6895002313013926e-05,0.00010555218958341343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,4.325403689573025e-05,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
neurodivergent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
quranic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9863811729354003e-05,0.0
kills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,3.8361728236541e-05,0.0,0.0
wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
operation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,1.5967955391430575e-05,0.0,0.0,0.0,1.1961259173676672e-05
erradicate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
abide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
missued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,4.325403689573025e-05,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
espouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,7.377781441079477e-05,0.0,1.0188075915056877e-05,0.0,0.0,0.0,0.0,1.1961259173676672e-05
hardly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809099839984392e-05,0.0,0.0,0.0,0.0,1.2734240118425747e-05,3.2544499189436754e-05,2.0873908613956618e-05,0.0
